SD: restaurant###restaurant,	PL: 1,	PATH: restaurant->restaurant#restaurant details[];
SD: restaurant###restaurant,	PL: 1,	PATH: restaurant->restaurant#review filter[];
SD: restaurant###restaurant,	PL: 1,	PATH: restaurant->restaurant#review sort[];
SD: restaurant###restaurant,	PL: 1,	PATH: restaurant->restaurant#find table[time:date:party size];
SD: restaurant###restaurant,	PL: 1,	PATH: restaurant->restaurant#menu type[];
SD: /book/details###/book/view,	PL: 1,	PATH: /book/details->/book/view#complete reservation[email:first name:phone number:last name];
SD: State###City,	PL: 1,	PATH: State->City#city[];
SD: /###/s/,	PL: 1,	PATH: /->/s/#top cuisines near you[];
SD: /###/s/,	PL: 1,	PATH: /->/s/#let s go[location restaurant or cuisine:date:time:people];
SD: /###State,	PL: 1,	PATH: /->State#restaurants in the united states[];
SD: /###City,	PL: 1,	PATH: /->City#featured international areas[];
SD: /###City,	PL: 1,	PATH: /->City#featured areas[];
SD: /s/###restaurant,	PL: 1,	PATH: /s/->restaurant#restaurant[];
SD: restaurant###/book/details,	PL: 1,	PATH: restaurant->/book/details#time[];
SD: /book/view###/book/cancel,	PL: 1,	PATH: /book/view->/book/cancel#cancel[];
SD: City###City,	PL: 1,	PATH: City->City#category[];
SD: /s/###/s/,	PL: 1,	PATH: /s/->/s/#top rated[];
SD: /s/###/s/,	PL: 1,	PATH: /s/->/s/#cuisine[];
SD: /s/###/s/,	PL: 1,	PATH: /s/->/s/#sort[];
SD: /s/###/s/,	PL: 1,	PATH: /s/->/s/#seating option[];
SD: /s/###/s/,	PL: 1,	PATH: /s/->/s/#region[];
SD: /s/###/s/,	PL: 1,	PATH: /s/->/s/#find table[date:time:people:location restaurant or cuisine];
SD: /s/###/s/,	PL: 1,	PATH: /s/->/s/#price[];
SD: /s/###/book/details,	PL: 1,	PATH: /s/->/book/details#time[time:restaurant];
SD: City###restaurant,	PL: 1,	PATH: City->restaurant#select restaurant[];
SD: /###restaurant,	PL: 1,	PATH: /->restaurant#popular restaurants[];
